name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
Actinoplanes ramoplaninifer,"['535', '65', '553']",113562,Actinoplanes derwentensis,1,10654181,7389406,9589,9358

Mycobacterium stomatepiae,"['645', 'J386']",470076,Mycobacterium stomatepiae,1,6210822,4096650,5935,5381

Yersinia enterocolitica,"['339', '220', '92', '215', '693']",630,Yersinia enterocolitica,3,4548822,2144145,4121,3996

Deinococcus aetherius,"['J851', '464']",200252,Deinococcus aetherius,6,4818874,3351093,4893,4737

Pantoea eucrina,"['1', '693', '92']",472693,Pantoea eucrina,3,3839721,2170646,3634,3462

Cohnella cellulosilytica,"['220', '693']",2507935,Cohnella abietis,1,7059027,3164893,6214,6058

Planococcus donghaensis,['92'],414778,Planococcus donghaensis,2,3319331,1330517,3255,3118

Bythopirellula goksoeyrii,['1544'],1400387,Bythopirellula goksoeyrii,1,6473141,3415046,5107,5007

Pseudonocardia adelaidensis,"['J42', '65', '553']",2792008,Pseudonocardia abyssalis,2,6305989,4630913,6195,6062

Laceyella putida,"['248', 'J49', '1', '84', '65', 'J48']",37482,Laceyella sacchari,2,3383707,1645634,3329,3112

Nocardioides panacisoli,"['J346', '830']",627624,Nocardioides panacisoli,1,3565529,2550298,3506,3448

Phenylobacterium muchangponense,['830'],2201350,Phenylobacterium parvum,1,2828535,1977064,2693,2624

Amycolatopsis orientalis,"['J57', 'J346', '426', 'J27', 'J42', '214', 'J43', 'J118', '535', 'J13', '65']",31958,Amycolatopsis orientalis,1,9490992,6532642,8502,8364

Pseudonocardia nematodicida,"['J118', '514']",2792008,Pseudonocardia abyssalis,2,6305989,4630913,6195,6062

Dinoroseobacter shibae,['514'],398580,Dinoroseobacter shibae DFL 12 = DSM 16493,6,4417868,2894792,4328,4219

Staphylococcus argenteus,"['J475', '92', 'J256', '693']",985002,Staphylococcus argenteus,2,2787638,901911,2689,2533

Dietzia timorensis,"['J26', '535']",499555,Dietzia timorensis,1,3607892,2366171,3351,3256

Roseomonas aceris,['830'],1750527,Roseomonas fluvialis,1,5481269,3871386,5253,5171

Flavobacterium johnsoniae subsp. johnsoniae,"['J342', 'J22', '830', 'J40', '53', 'J28', '92', '67', 'J83', '104', 'J26', '215', '693']",376686,Flavobacterium johnsoniae UW101,1,6096872,2079817,5246,5141

Anaerostipes rhamnosivorans,['104'],1229621,Anaerostipes rhamnosivorans,1,3588860,1598001,3548,3448

Desulfovibrio ferrophilus,['195c'],241368,Desulfovibrio ferrophilus,2,3720107,2085007,3423,3344

Listeria seeligeri,"['J27', '215', '693']",683837,Listeria seeligeri serovar 1/2b str. SLCC3954,1,2797636,1045830,2783,2664

Keratinibaculum paraultunense,"['J967', '104b']",1278232,Keratinibaculum paraultunense,1,2307997,681948,2268,2187

Clostridium baratii,"['J84', 'J22', '77', '826', '92', '10', '514', '1203a', '1', '413', 'J27', '535', 'J13', '457', 'J14', 'J677', '110', '220', 'J1130', 'J26', '693']",1561,Clostridium baratii,2,3211717,908070,3115,2991

Salegentibacter salegens,['514'],143223,Salegentibacter salegens,1,4010099,1492290,3569,3479

Mycoplasmopsis fermentans,['1076b'],943945,Mycoplasmopsis fermentans M64,1,1118751,300491,1034,972

Liquorilactobacillus hordei,['11'],1423759,Liquorilactobacillus hordei DSM 19519,3,2440903,853605,2437,2301

Caldilinea aerophila,"['1004', 'J337']",926550,Caldilinea aerophila DSM 14535 = NBRC 104270,1,5144873,3023495,4116,4046

Streptomyces gardneri,"['J50', '252', 'J66', 'J43', '65']",66892,Streptomyces gardneri,1,9054805,6496298,8178,7894

Streptococcus ferus,"['104', '693', '92']",1345,Streptococcus ferus,1,1872314,802056,1905,1787

Thermotoga petrophila,"['J320', '913']",390874,Thermotoga petrophila RKU-1,1,1823511,840660,1862,1799

Methanocaldococcus lauensis,['141a'],2546128,Methanocaldococcus lauensis,2,1537427,446587,1626,1551

Thermodesulfatator indicus,"['J354', '383b']",667014,Thermodesulfatator indicus DSM 15286,1,2322224,985214,2287,2217

Faecalibacterium duncaniae,"['78', '1611', 'J1130']",411483,Faecalibacterium duncaniae,1,3102523,1748279,3007,2867

Streptococcus dentirousetti,"['J28', '693', '92']",1311,Streptococcus agalactiae,2,2079123,742893,2078,1873

Natrinema pallidum,"['1160', '97', 'J169', '372', 'J168']",69527,Natrinema pallidum,3,3778093,2430768,3842,3706

Pandoraea oxalativorans,['535'],573737,Pandoraea oxalativorans,5,6500731,4100939,5779,5360

Saccharopolyspora gregorii,"['J44', '65']",33914,Saccharopolyspora gregorii,1,6344421,4610314,5601,5498

Anoxybacillus eryuanensis,"['1', '220']",294699,Anoxybacillus amylolyticus,3,3158269,1377523,3345,3137

Pectobacterium odoriferum,['535'],78398,Pectobacterium odoriferum,2,5100258,2626907,4669,4420

Alistipes onderdonkii subsp. vulgaris,"['J14', '78']",2585117,Alistipes onderdonkii subsp. vulgaris,1,3507492,2034443,2974,2885

Chryseobacterium capnotolerans,"['535', '545']",2759528,Chryseobacterium capnotolerans,1,5357258,1902124,5131,4710

Latilactobacillus curvatus,"['J84', 'J13', '11']",1293592,Latilactobacillus curvatus JCM 1096 = DSM 20019,2,1916521,805040,1987,1839

Brevibacillus ginsengisoli,['830'],51101,Brevibacillus agri,1,5374818,2880708,5318,5012

Polynucleobacter antarcticus,['830'],1743162,Polynucleobacter antarcticus,1,2154412,967818,2243,2168

Niabella soli,['830'],929713,Niabella soli DSM 19437,1,4697343,2124959,3838,3785

Bifidobacterium pseudocatenulatum,"['J14', 'J84', 'J19', 'J13', '58']",28026,Bifidobacterium pseudocatenulatum,2,2245999,1265793,1863,1757

Actinocatenispora sera,"['J52', '553', 'J104', '535']",390989,Actinocatenispora sera,1,7044238,5116109,6587,6396

Simplicispira limi,"['830', '545']",2109915,Simplicispira suum,3,4154448,2629359,3909,3757

Sphingomonas zeicaulis,"['381', '1', '535']",2759526,Sphingomonas aliaeris,3,4262007,2743796,4140,3832

Pseudomonas ficuserectae,"['J12', '220a']",53410,Pseudomonas ficuserectae,4,6456568,3733116,5853,5428

Aeropyrum pernix,"['J224', '514']",272557,Aeropyrum pernix K1,1,1669696,940227,1759,1704

Pseudomonas inefficax,"['1', '535']",2078786,Pseudomonas inefficax,1,5927692,3721106,5332,5177

Streptococcus equi subsp. zooepidemicus,"['693', '92']",40041,Streptococcus equi subsp. zooepidemicus,2,2154778,895778,2058,1941

Selenomonas sputigena,"['110', '104']",546271,Selenomonas sputigena ATCC 35185,1,2568361,1466713,2380,2293

Neisseria arctica,"['215', '693']",1470200,Neisseria arctica,1,2378219,1104008,2207,2117

Serratia symbiotica,"['545', '1015', '535', '1']",138074,Serratia symbiotica,3,3210166,1653202,3109,2672

Bradymonas sediminis,['1588'],1548548,Bradymonas sediminis,1,5045683,3084763,3800,3698

Vibrio alginolyticus,"['104c', '740', '830', '1210', 'J41', '189', '92', 'J118', '514', '693']",663,Vibrio alginolyticus,3,5150420,2302608,4719,4526

Desulfoglaeba alkanexedens,"['1074', 'J521']",980445,Desulfoglaeba alkanexedens ALDC,1,3365583,1996098,3001,2920

Aeromicrobium halocynthiae,"['514', 'J720', '830']",2079793,Aeromicrobium chenweiae,1,3717741,2614518,3651,3583

Mycoplasmoides pneumoniae,['1076b'],2104,Mycoplasmoides pneumoniae,2,823017,328720,783,689

Azorhizobium caulinodans,"['J74', 'J254', '1']",438753,Azorhizobium caulinodans ORS 571,1,5369772,3614878,4890,4768

Actinobacillus hominis,['215'],157339,Actinobacillus arthritidis,1,2266746,894775,2181,1688

Pikeienuella piscinae,['514'],2748098,Pikeienuella piscinae,1,4373045,2880678,4186,4063

Clostridium gasigenes,"['110', '104b']",94869,Clostridium gasigenes,6,4132257,1199209,3891,3727

Bacteroides xylanisolvens,"['J14', '339', '1203', '78', '1203a', '215', 'J461', '693']",371601,Bacteroides xylanisolvens,4,6558523,2759505,5394,5172

Dactylosporangium solaniradicis,"['J51', '894', '548']",35754,Dactylosporangium aurantiacum,1,11523879,8432897,10317,10071

Deinococcus sonorensis,"['830', '464']",1768108,Deinococcus actinosclerus,1,3264334,2304592,3298,3202

Solidesulfovibrio carbinolicus,['194'],296842,Solidesulfovibrio carbinolicus,6,4688868,3029929,4210,4110

Alkalitalea saponilacus,['1357'],889453,Alkalitalea saponilacus,1,4775573,1875544,3631,3560

Tessaracoccus nasisuum,['215'],1332264,Tessaracoccus aquimaris,1,3934699,2706456,3708,3522

Buttiauxella agrestis,"['J22', '220', 'J26', 'J61', 'J12', '215', '553', 'J43', '535', '554', 'J51', '1', '84', '65']",82977,Buttiauxella agrestis,1,4566254,2315102,4237,4077

Polynucleobacter yangtzensis,['830'],1743159,Polynucleobacter yangtzensis,1,1976099,900005,1989,1929

Saccharothrix espanaensis,"['J44', '65']",1179773,Saccharothrix espanaensis DSM 44229,1,9360653,6757461,8504,8314

Agrobacterium,"['J74', 'J443']",2862866,Agrobacterium cucumeris,5,5703077,3370106,5293,5175

Pseudomonas orientalis,"['1', '535']",76758,Pseudomonas orientalis,1,5919814,3589891,5302,5148

Pseudescherichia vulneris,"['J22', 'J12', '92', '84', '645', 'J61', 'J346', '553', '1', 'J43', 'J104', '535', '65', 'J57', 'J118', '554', 'J739', 'J26', '693']",566,Pseudescherichia vulneris,1,4398823,2164292,3665,3523

Campylobacter jejuni subsp. jejuni,"['65', 'J48', '830', 'J346', '987', '553', 'J43', '554', 'J256', '1', '84', '548', '693']",192222,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,1,1641481,501449,1668,1572

Thiomonas islandica,"['J775', '81a', '830d']",426114,Thiomonas arsenitoxydans,2,3785534,2408702,3651,3535

Sodalis praecaptivus,"['381', '693']",1239307,Sodalis praecaptivus,2,5159425,2946167,4538,4381

Citrobacter rodentium,"['220', 'J70']",1218085,Citrobacter rodentium NBRC 105723 = DSM 16636,2,5381137,2939576,5161,4796

Caldimonas hydrothermale,"['381', '1', '948']",413882,Caldimonas brevitalea,1,6476147,4372306,5588,5462

Moraxella nonliquefaciens,"['129', '310', '215', '429', '693']",478,Moraxella nonliquefaciens,2,2343743,984036,2244,2140

Parvimonas micra,"['J14', '104', '1203a', '693']",33033,Parvimonas micra,1,1661863,480349,1578,1513

Thioprofundum lithotrophicum,"['1053a', 'J592']",206403,Sulfurovum lithotrophicum,1,2217891,981620,2244,2174

Brevundimonas staleyi,['830'],1312364,Brevundimonas albigilva,1,3336758,2300406,3366,3267

Haliangium tepidum,"['958', 'J341']",502025,Haliangium ochraceum DSM 14365,1,9446314,6563619,6930,6791

Cloacibacterium normanense,['1'],237258,Cloacibacterium normanense,1,2759562,912326,2545,2474

Xanthomonas perforans,['1a'],442694,Xanthomonas perforans,4,5162213,3348468,4515,4330

Spirosoma navajo,['7'],1211326,Spirosoma aerolatum,1,7959595,3848231,6690,6609

Echinicola sediminis,"['J118', '514']",2859768,Echinicola marina,1,5693670,2283997,4598,4513

Streptococcus mutans,"['J70', 'J27', '92', '693']",1309,Streptococcus mutans,3,2028032,747324,2005,1869

Paenibacillus cellulosilyticus,"['220', '545']",375489,Paenibacillus cellulosilyticus,5,7132339,3596237,6271,6028

Fastidiosipila sanguinis,['693'],236753,Fastidiosipila sanguinis,1,1785891,602402,1536,1463

Kroppenstedtia sanguinis,"['535a', '535', '215']",714067,Kroppenstedtia eburnea,1,3564999,1927886,3548,3373

Aurantiacibacter atlanticus,['514'],1648404,Aurantiacibacter atlanticus,2,3226359,1882059,3140,3057

Oceanobacillus kapialis,['372'],221109,Oceanobacillus iheyensis HTE831,1,3630528,1295420,3622,3489

Anaerotignum propionicum,"['156', 'J14', '907', '1a', 'J26', 'J28', '1015', '189', '92', '948', '190', '535', '1', '514', '693']",991789,Anaerotignum propionicum DSM 1682,1,3120417,1215362,3003,2887

Streptomyces aurantiacus,"['J66', '84', '65', 'J58']",47760,Streptomyces aurantiacus,1,9428393,6627019,8212,7922

Streptococcus oriloxodontae,"['J28', '693', '92']",1311,Streptococcus agalactiae,2,2079123,742893,2078,1873

Pseudooceanicola nitratireducens,['514'],517719,Pseudooceanicola nitratireducens,1,3496113,2246005,3359,3308

Actinomadura keratinilytica,"['252', 'J52', '553', '535', 'J49', '84', '65']",2750812,Actinomadura graeca,3,8979594,6498697,7926,7757

Halomonas magadiensis,"['971', '514']",1897729,Halomonas aestuarii,1,3543891,2405711,3338,3228

Nocardioides hankookensis,"['J346', '535', '830']",2712223,Nocardioides anomalus,1,5120341,3753287,5154,5047

Brevundimonas goettingensis,['595'],2774190,Brevundimonas goettingensis,1,3984955,2701337,3949,3866

Pseudoalteromonas arctica,['514'],1117313,Pseudoalteromonas arctica A 37-1-2,3,4721971,1849270,4270,4071

Streptomyces sundarbansensis,"['J42', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Pandoraea vervacti,['535'],656178,Pandoraea vervacti,2,5736282,3643947,4986,4831

Chryseobacterium piperi,"['J75', '545']",558152,Chryseobacterium piperi,1,4501946,1588181,3992,3885

Nocardia tengchongensis,"['215', '65', 'J43']",2055889,Nocardia tengchongensis,1,8006012,5464651,7736,7123

Paenibacillus purispatii,['220'],171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009

Desulfolutivibrio sulfodismutans,"['641', '386']",1121464,Desulfolutivibrio sulfodismutans DSM 3696,2,4440187,2822691,4063,3966

Beijerinckia indica subsp. lacticogenes,"['220', '830', '111', '1115', '514']",395963,Beijerinckia indica subsp. indica ATCC 9039,3,4418616,2517858,3958,3788

Methanothermobacter thermoflexus,['141'],79929,Methanothermobacter marburgensis str. Marburg,2,1639135,797286,1784,1721

Corynebacterium stationis,"['J22', '53', '92', '535', 'J26', '693']",1705,Corynebacterium stationis,2,2862233,1571099,2666,2549

Thermococcus henrietii,['760'],2016361,Thermococcus henrietii,1,2155760,1176542,2391,2326

Methanocella arvoryzae,['1257'],351160,Methanocella arvoryzae MRE50,1,3179916,1736328,3191,3122

Pseudomonas monteilii,"['J22', '1a', '830', '92', 'J75', '535', '1', '693']",76759,Pseudomonas monteilii,2,6079134,3750196,5734,5498

Nocardioides dilutus,"['J346', '830']",2712223,Nocardioides anomalus,1,5120341,3753287,5154,5047

Tumebacillus ginsengisoli,['830'],1214604,Tumebacillus algifaecis,1,4516965,2395786,4143,3836

Planctopirus ephydatiae,['621'],2528019,Planctopirus ephydatiae,1,5214061,2804636,3904,3819

Mycoplasma yeatsii,['1076b'],743967,Mycoplasma yeatsii GM274B,1,895051,230347,796,750

Desulfocurvibacter africanus subsp. africanus,"['119', 'J945', '63', '104', '641', '1352', '693']",690850,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,1,4200534,2580003,3864,3769

Pantoea vagans,['1'],470934,Pantoea vagans,3,4790329,2650899,4433,4292

Frondihabitans sucicola,['92'],1268041,Frondihabitans sucicola,2,4680421,3211323,4995,4416

Paludibaculum fermentans,['1531'],1473598,Paludibaculum fermentans,2,9532094,6009647,7552,7471

Staphylococcus agnetis,"['693', '92']",985762,Staphylococcus agnetis,1,2449249,880000,2424,2323

Vibrio areninigrae,"['J118', '514c']",92172,Vibrio aerogenes,3,5368019,2454604,4713,4532

Rahnella inusitata,['1a'],58169,Rahnella inusitata,3,5471205,2893410,5092,4925

Endozoicomonas euniceicola,['514'],1234143,Endozoicomonas euniceicola,1,6517136,3144864,5357,5131

Chlamydia pecorum,['1503'],85991,Chlamydia pecorum,2,1113924,457280,992,944

Nocardioides marinisabuli,"['830', '514', '92']",419476,Nocardioides marinisabuli,1,4170026,3051311,4052,3943

Streptosporangium oxazolinicum,"['J52', 'J42', '553', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Sphingobium vulgare,['830'],135719,Sphingobium amiense,7,4773922,3085449,4668,4532

Bifidobacterium breve,"['J14', 'J84', 'J19', 'J11', 'J13', '58']",1685,Bifidobacterium breve,2,2426006,1433522,2177,2017

Methanolobus oregonensis,['490'],3072977,Methanolobus mangrovi,1,2623311,1091526,2574,2488

Mycobacterium haemophilum,"['645a', 'J714', '693']",1202450,Mycobacterium haemophilum DSM 44634,1,4235765,2708685,4042,3721

Sulfurimonas gotlandica,"['J808', '1513']",929558,Sulfurimonas gotlandica GD1,1,2952682,992016,2921,2842

Lentibacillus salis,['514'],1472767,Lentibacillus amyloliquefaciens,1,3858284,1625108,3933,3752

Peptoclostridium acidaminophilum,['454'],1286171,Peptoclostridium acidaminophilum DSM 3953,2,3055036,1346743,2987,2857

Nocardia lasii,['535'],1824,Nocardia asteroides,1,6983363,4879682,6476,6344

Allobaculum mucilyticum,"['1203a', '104']",2834459,Allobaculum mucilyticum,1,3144153,1525733,2604,2464

Streptosporangium koreanum,"['554', '84', '553']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Syntrophotalea carbinolica,"['1328', '1042', '860', 'J844', '293', 'J118', 'J847', '1', '514', '693']",338963,Syntrophotalea carbinolica DSM 2380,1,3665893,2020411,3243,3166

Moraxella catarrhalis,"['220', '215', '693']",480,Moraxella catarrhalis,2,1994386,828892,1902,1807

Spiroplasma floricola,['1076b'],1336749,Spiroplasma floricola 23-6,1,1284130,312462,1166,1125

Porphyromonas crevioricanis,"['J14', '110', 'J469', '693']",393921,Porphyromonas crevioricanis,1,2133352,969197,1790,1698

Acidaminococcus fermentans,"['339', '110', '414', '693']",591001,Acidaminococcus fermentans DSM 20731,1,2329769,1301006,2177,2092

Thermus brockianus,"['J276', '878']",56956,Thermus brockianus,3,2423923,1618342,2548,2439

Ureaplasma gallorale,['1076b'],42094,Ureaplasma diversum,1,973501,274417,778,742

Aerococcus urinae,"['J282', '693', '92']",1376,Aerococcus urinae,1,1974262,840938,1807,1722

Janthinobacterium agaricidamnosum,"['J22', '948', '1', '605']",1349767,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,1,5949001,3631742,5275,5098

Syntrophomonas wolfei subsp. saponavida,"['J569', 'J50', '84', '212', '252', '514', '65']",335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,1,2936195,1317351,2702,2594

Sodalis glossinidius,"['1021', '535']",343509,Sodalis glossinidius str. 'morsitans',4,4292502,2339626,5017,3718

Mycobacterium avium,"['645', 'J386']",439334,Mycobacterium avium subsp. hominissuis,1,5118245,3533392,4830,4656

Listeria ivanovii subsp. ivanovii,"['J70', '215', '693']",202751,Listeria ivanovii subsp. ivanovii,1,2919548,1084650,2895,2745

Pseudarthrobacter chlorophenolicus,"['J26', '92']",452863,Pseudarthrobacter chlorophenolicus A6,3,4980870,3285305,4724,4572

Scardovia inopinata,"['J14', '339', '535a', '255', '1757', '1203', '58', '1203a', '1', '514', '693']",1150468,Scardovia inopinata JCM 12537,1,1797862,874362,1515,1435

Streptomyces tritici,"['252', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Tenacibaculum amylolyticum,"['J118', '514', '123']",584609,Tenacibaculum jejuense,1,4614879,1398627,4076,3992

Glutamicibacter creatinolyticus,"['J28', '92', 'J26', '215']",162496,Glutamicibacter creatinolyticus,1,3309128,2169314,3049,2926

Agrobacterium shirazense,['215'],2862866,Agrobacterium cucumeris,5,5703077,3370106,5293,5175

Treponema succinifaciens,"['220', '275', '514', '104', '78', '1203a', '215', '429', '693']",869209,Treponema succinifaciens DSM 2489,2,2897425,1133894,2837,2754

Thermoanaerobacterium aciditolerans,['211'],47490,Thermoanaerobacterium aotearoense,1,2668690,943968,2684,2592

Geobacillus thermocatenulatus,"['1a', 'J26', '186', 'J75', '616', '457', 'J256', '1', '693']",33938,Geobacillus thermocatenulatus,1,3742258,1941831,3759,3464

Streptomyces polaris,"['84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Megasphaera sueciensis,"['11b', '1203']",907,Megasphaera elsdenii,1,2566193,1352573,2419,2325

Anaerotignum aminivorans,"['J363', '104c']",991789,Anaerotignum propionicum DSM 1682,1,3120417,1215362,3003,2887

