,name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
2835,Fusobacterium mortiferum,"['J14', '339', '110', '92', 'J13', '104', '693']",469616,Fusobacterium mortiferum ATCC 9817,1,2716766,795706,2721,2600
2836,Rhodanobacter terrae,['830c'],666685,Rhodanobacter denitrificans,2,4134749,2795932,3824,3725
2837,Pseudomonas asplenii,"['1015', '535', 'J156', '54', '1']",53407,Pseudomonas asplenii,1,6529636,3997675,5763,5593
2838,Entomobacter blattae,['360'],2762277,Entomobacter blattae,1,2701842,1227360,2459,2288
2839,Agromyces badenianii,['92'],2080742,Agromyces badenianii,1,3052052,2129954,2907,2837
2840,Microbacterium endophyticum,['92'],1526412,Microbacterium endophyticum,1,2916114,1801670,2762,2695
2841,Vibrio gallaecicus,['101'],552386,Vibrio gallaecicus,2,5126655,2122925,4571,4346
2842,Leucobacter triazinivorans,['92'],1784719,Leucobacter triazinivorans,1,3478815,2413281,3139,3058
2843,Prauserella marina,"['J43', '65', '553']",530584,Prauserella marina,2,6986413,4722572,6590,6478
2844,Nosocomiicoccus ampullae,['693'],489910,Nosocomiicoccus ampullae,2,1551959,534948,1612,1529
2845,Salinivirga cyanobacteriivorans,"['1527a', 'J1131']",1307839,Salinivirga cyanobacteriivorans,1,4812386,1878485,3833,3741
2846,Rhizorhabdus wittichii,"['J27', '1', '457']",160791,Rhizorhabdus wittichii,3,6073182,4108014,5858,5726
2847,Paracoccus kocurii,"['J149', '948', '773']",3017781,Paracoccus aerodenitrificans,5,3558095,2158562,3511,3373
2848,Asticcacaulis excentricus,['595'],573065,Asticcacaulis excentricus CB 48,4,4308776,2564070,3860,3768
2849,Streptomyces thermoalkaliphilus,['65'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
2850,Micromonospora krabiensis,"['J61', '656', '535', '554', '65']",307121,Micromonospora krabiensis,1,7074838,5151398,6531,6351
2851,Guyparkeria halophila,['518'],47960,Guyparkeria halophila,1,2452836,1605664,2257,2192
2852,Mycoplasmoides genitalium,['1076b'],243273,Mycoplasmoides genitalium G37,1,580076,183821,568,517
2853,Nitrobacter hamburgensis,"['84', '252', '987', '553', '756c', '535', '554', '756a', '756b', '83', '514', '65', '756']",323097,Nitrobacter hamburgensis X14,4,5011522,3087965,4899,4488
2854,Desulfomicrobium aestuarii,"['J616', '641']",525897,Desulfomicrobium baculatum DSM 4028,1,3942657,2312250,3524,3444
2855,Adhaeretor mobilis,['1560'],1930276,Adhaeretor mobilis,1,5996859,3302076,4784,4663
2856,Archaeoglobus veneficus,['796'],693661,Archaeoglobus veneficus SNP6,1,1901943,894845,2181,2125
2857,Mannheimia pernigra,"['693', '92']",111844,Mannheimia pernigra,3,2262740,889116,2274,2138
2858,Lactobacillus amylolyticus,['231'],83683,Lactobacillus amylolyticus,2,1601193,612817,1675,1475
2859,Kribbella lupini,"['J52', 'J42', '92', '914']",479435,Kribbella flavida DSM 17836,1,7579488,5348686,7131,7033
2860,Georgenia sediminis,['514'],2483799,Georgenia faecalis,1,3432109,2534925,3018,2928
2861,Streptosporangium nanhuense,"['252', 'J51', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
2862,Streptomyces halophytocola,['65'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
2863,Vibrio olivae,['514c'],92172,Vibrio aerogenes,3,5368019,2454604,4713,4532
2864,Murdochiella asaccharolytica,"['78', '693']",1852373,Murdochiella vaginalis,1,1671491,827028,1491,1420
2865,Racemicystis crocea,['9'],215358,Larimichthys crocea,26,657939657,271067479,27392,23367
2866,Clostridium scatologenes,"['J14', '110', 'J13']",1548,Clostridium scatologenes,1,5749410,1702232,5305,5140
2867,Dehalobacter restrictus,['732'],55583,Dehalobacter restrictus,1,3049426,1356227,2993,2889
2868,Desulfoluna limicola,['1040'],2810562,Desulfoluna limicola,1,6263790,3454068,4832,4724
2869,Dissulfurispira thermophila,['1277b'],2715679,Dissulfurispira thermophila,1,2370875,918485,2445,2374
2870,Roseovarius indicus,['514'],540747,Roseovarius indicus,5,6173065,3972526,6061,5925
2871,Paenarthrobacter ureafaciens,"['J66', '987', 'J42', '514', '84', 'J475', 'J50', 'J398', '553', '63', '215', '252', 'J45', 'J43', '535', '547', '163', '65', '53', 'J415', 'J58']",37931,Paenarthrobacter ureafaciens,3,4724281,2988508,4392,4242
2872,Geobacter pickeringii,['826'],345632,Geobacter pickeringii,1,3618700,2253464,3386,3296
2873,Streptosporangium rubrum,"['J50', 'J346', 'J52', '553', 'J118', '554', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
2874,Metamycoplasma arthritidis,['1076b'],2111,Metamycoplasma arthritidis,1,806209,247886,649,605
2875,Thermanaerosceptrum fracticalcis,['124'],1712410,Thermanaerosceptrum fracticalcis,1,3805411,1719833,3869,3732
2876,Gilliamella apicola,"['535', '545']",1196095,Gilliamella apicola,1,3139412,1055385,2823,2716
2877,Treponema brennaborense,"['1494', '78a']",906968,Treponema brennaborense DSM 12168,1,3055580,1572797,2648,2573
2878,Thermococcus pacificus,"['J14', 'J612', '830', '760', 'J280', 'J161', '104b', '104', '693']",71998,Thermococcus pacificus,1,1785673,968563,2001,1931
2879,Terriglobus roseus,['830'],926566,Terriglobus roseus DSM 18391,1,5227858,3151418,4316,4232
2880,Streptomonospora halophila,"['65', 'J118', '514', '993', '1241']",2498135,Streptomonospora litoralis,2,5814190,4193912,5072,4931
2881,Peredibacter starrii,"['257', '1012']",28202,Peredibacter starrii,1,4153408,1773479,4150,4103
2882,Winogradskyella sediminis,['514'],1382466,Winogradskyella sediminis,1,3688445,1240464,3236,3171
2883,Sphingopyxis fribergensis,"['1', '462']",1515612,Sphingopyxis fribergensis,2,5202172,3316470,4959,4857
2884,Symmachiella dynata,"['1695', '1560']",2527995,Symmachiella dynata,1,7767809,4297171,5942,5846
2885,Microbulbifer epialgicus,['514'],260552,Microbulbifer agarilyticus,1,4255625,2359341,3541,3465
2886,Virgibacillus kekensis,"['J118', '514']",302167,Virgibacillus dokdonensis,1,4263520,1559797,3963,3811
2887,Colwellia maris,"['1120', 'J235']",167879,Colwellia psychrerythraea 34H,1,5373180,2042100,4577,4418
2888,Amycolatopsis minnesotensis,"['65', 'J43']",715473,Amycolatopsis acidiphila,1,8183622,5762860,8091,7843
2889,Salinivibrio proteolyticus,['514c'],334715,Salinivibrio proteolyticus,2,3753148,1865718,3475,3290
2890,Sporomusa paucivorans,['311'],1123288,Sporomusa ovata DSM 2662,1,5433971,2357720,5315,5112
2891,Caldisericum exile,['1211'],511051,Caldisericum exile AZM16c01,1,1558103,551177,1569,1511
2892,Microlunatus lucidus,['830'],2596828,Microlunatus elymi,1,5121194,3423991,4724,4615
2893,Legionella anisa,"['J119', '585']",28082,Legionella anisa,3,4362280,1668044,3861,3753
2894,Streptomyces pharmamarensis,['65'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
2895,Listeria grayi,"['J256', '215', '693']",1641,Listeria grayi,1,2751104,1143743,2739,2633
2896,Proteiniphilum saccharofermentans,"['693', '104']",1642647,Proteiniphilum saccharofermentans,1,4414963,1926158,3408,3314
2897,Shouchella hunanensis,['514'],766894,Shouchella hunanensis,1,4064600,1633912,4170,4040
2898,Streptomyces scopiformis,"['J42', 'J43', '547', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
2899,Pandoraea thiooxydans,['220'],445709,Pandoraea thiooxydans,1,4464186,2821105,4160,4055
2900,Moellerella wisconsensis,"['1', 'J12']",158849,Moellerella wisconsensis,3,3935981,1593776,3590,3414
2901,Desulfosporosinus auripigmenti,['63'],646529,Desulfosporosinus acidiphilus SJ4,3,4991181,2101868,4709,4554
2902,Exiguobacterium acetylicum,"['53', 'J22', 'J26']",41170,Exiguobacterium acetylicum,5,3396606,1588319,3553,3433
2903,Mahella australiensis,['339a'],697281,Mahella australiensis 50-1 BON,1,3135972,1362640,2991,2907
2904,Paenibacillus triticisoli,['220'],171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
2905,Comamonas aquatica subsp. rana,"['381', '1', '535']",225991,Comamonas aquatica,1,3969186,2559400,3748,3542
2906,Mariniluteicoccus flavus,"['J26', '514']",332952,Aspergillus flavus NRRL3357,8,36995582,17770117,12323,12009
2907,Bartonella heixiaziensis,['693'],52764,Bartonella alsatica,1,1659117,611396,1404,1298
2908,Burkholderia stabilis,['220'],95485,Burkholderia stabilis,4,8505509,5639969,7863,7689
2909,Chryseobacterium gleum,"['J12', '92']",250,Chryseobacterium gleum,1,4715692,1741794,4271,4152
2910,Pyrobaculum neutrophilum,"['J14', '110', '1311', 'J195', 'J27', '1095', '92', 'J469', '1611', '291', '1203', '78', '1203a', '514', '693']",444157,Pyrobaculum neutrophilum V24Sta,1,1769823,1060312,2068,2006
2911,Thermotoga neapolitana,"['343', '613', '214', '535', '130', '65']",309803,Thermotoga neapolitana DSM 4359,1,1884562,884659,1964,1886
2912,Vibrio azureus,['514'],512649,Vibrio azureus,4,4833901,2043268,4322,4099
2913,Micropruina glycogenica,"['J346', '776', 'J211']",75385,Micropruina glycogenica,1,3844677,2626191,3683,3582
2914,Sedimentisphaera cyanobacteriorum,"['1527', 'J983']",1940790,Sedimentisphaera cyanobacteriorum,1,2951611,1363716,2343,2266
2915,Streptomyces cavourensis subsp. cavourensis,"['J50', '252', 'J45', 'J42', '84', '65']",67258,Streptomyces cavourensis,1,7600475,5482293,6541,6342
2916,Limihaloglobus sulfuriphilus,['1526e'],1851148,Limihaloglobus sulfuriphilus,1,3868357,1819759,2968,2902
2917,Acidianus brierleyi,"['358', '90', '220', '358a', '997', 'J405', '129', 'J176', '1024', 'J421', '150']",41673,Acidianus brierleyi,1,2947244,940248,3201,3031
2918,Lacipirellula limnantheis,['1560'],2528024,Lacipirellula limnantheis,2,6830976,4233347,5417,5310
2919,Desulfarculus baarsii,"['110', 'J70', 'J26', 'J256', 'J27', '92', '215', '11b', '104', '58', '1203a', '215b', '193b', '693']",644282,Desulfarculus baarsii DSM 2075,1,3655731,2401943,3368,3310
2920,Pseudomonas corrugata,['1a'],47879,Pseudomonas corrugata,1,6124363,3714875,5421,5257
2921,Rhodococcus antrifimi,"['535', '215']",191292,Rhodococcus aetherivorans,3,6558029,4595790,5958,5805
2922,Pseudonocardia sichuanensis,['65'],2792008,Pseudonocardia abyssalis,2,6305989,4630913,6195,6062
2923,Chryseobacterium joostei,"['1', '535', '92']",112234,Chryseobacterium joostei,2,4890621,1733596,4518,4397
2924,Paenibacillus xylanexedens,['220'],528191,Paenibacillus xylanexedens,2,7098239,3261078,6193,5980
2925,Paenibacillus thailandensis,"['1235', '220']",171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
2926,Corynebacterium callunae,"['535a', '535', 'J26', '693']",1121353,Corynebacterium callunae DSM 20147,3,2928683,1536141,2762,2628
2927,Rhizobium tropici,"['98', 'J254']",698761,Rhizobium tropici CIAT 899,4,6686334,3977697,6377,6142
2928,Leptotrichia hofstadii,"['J14', '104']",157688,Leptotrichia hofstadii,4,2604381,797228,2544,2460
2929,Octadecabacter ponticola,['514'],391626,Octadecabacter antarcticus 307,2,4875481,2662795,5079,4505
2930,Cupriavidus taiwanensis,['830'],977880,Cupriavidus taiwanensis LMG 19424,3,6476522,4338506,5913,5714
2931,Bifidobacterium choerinum,"['J14', 'J84', 'J19', 'J13', '58']",35760,Bifidobacterium choerinum,2,2257294,1479102,1896,1797
2932,Pseudoxanthomonas spadix,['830'],1045855,Pseudoxanthomonas spadix BD-a59,1,3452554,2335747,3204,3063
2933,Ralstonia insidiosa,"['1', '693', '92']",190721,Ralstonia insidiosa,4,6177004,3888625,5896,5792
2934,Burkholderia ubonensis,['220'],265293,Burkholderia ubonensis subsp. mesacidophila,4,7840830,5258151,7191,6967
2935,Bacillus pseudomycoides,"['J475', 'J22', '1']",527000,Bacillus pseudomycoides DSM 12442,1,5782514,2034410,6035,5541
2936,Luteimicrobium xylanilyticum,"['J26', '92']",1133546,Luteimicrobium xylanilyticum,1,4208275,3063532,3771,3680
2937,Bartonella jaculi,"['J586', '429']",52764,Bartonella alsatica,1,1659117,611396,1404,1298
2938,Gemella haemolysans,['693'],1379,Gemella haemolysans,1,1926227,594623,1752,1676
2939,Shewanella sediminis,['514'],425104,Shewanella sediminis HAW-EB3,1,5517674,2542427,4739,4541
2940,Methanolobus taylorii,['490'],3072977,Methanolobus mangrovi,1,2623311,1091526,2574,2488
2941,Caldinitratiruptor microaerophilus,"['1251', 'J782']",671077,Caldinitratiruptor microaerophilus,1,3599694,2555483,3507,3405
2942,Cronobacter dublinensis subsp. dublinensis,"['535', 'J12', '693']",1159554,Cronobacter dublinensis subsp. dublinensis LMG 23823,2,4628405,2675264,4379,4224
2943,Streptomyces atrovirens,"['J50', '252', 'J66', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
2944,Vibrio aquimaris,['514f'],2587862,Vibrio aquimaris,4,4501013,1919844,4126,3908
2945,Halomonas tabrizica,['514'],1897729,Halomonas aestuarii,1,3543891,2405711,3338,3228
2946,Peribacillus endoradicis,['220'],421767,Peribacillus butanolivorans,1,5568346,2128611,5423,5137
2947,Hathewaya histolytica,"['90', '545', 'J849', '987', '189', '92', '381', '84', '514', '139', '298', '104c', '830', '503', '129', 'J75', '104', '1203a', '1', '215', '252', '1666', '1715', '190', '535', 'J13', '457', '78', '65', 'J14', '110', '220', '1749', '1343', '1076b', '1611', '310', '693']",1498,Hathewaya histolytica,1,2740791,803596,2689,2550
2948,Erwinia billingiae,['535'],634500,Erwinia billingiae Eb661,3,5372268,2956957,4985,4821
2949,Polynucleobacter arcticus,['830'],1743165,Polynucleobacter arcticus,1,2090447,959741,2125,2059
2950,Pedococcus ginsenosidimutans,"['J26', '830']",443156,Pedococcus dokdonensis,1,3942164,2807714,3747,3646
2951,Desulfurobacterium thermolithotrophum,"['282b', '829']",868864,Desulfurobacterium thermolithotrophum DSM 11699,1,1541968,538896,1602,1532
2952,Shewanella japonica,"['J118', '514']",93973,Shewanella japonica,1,4975677,2030083,4283,4099
2953,Methylovulum psychrotolerans,['921'],1704499,Methylovulum psychrotolerans,1,4923400,2504955,4468,4369
2954,Arcanobacterium phocisimile,"['693', '104']",1302235,Arcanobacterium phocisimile,1,1988065,1015316,1796,1702
2955,Gordonia phthalatica,['1'],1136941,Gordonia phthalatica,1,4428727,3011399,4194,4077
2956,Corynebacterium aurimucosum,"['92', '535', 'J26', '693']",548476,Corynebacterium aurimucosum ATCC 700975,2,2819226,1707290,2664,2543
2957,Actinotignum schaalii,"['217', '693']",59505,Actinotignum schaalii,1,2159306,1342912,1809,1745
2958,Methanobacterium movilense,"['J945', '119']",2731220,Methanobacterium alkalithermotolerans,1,2187077,795050,2195,2140
2959,Sulfurimonas paralvinellae,"['1053', 'J478']",317658,Sulfurimonas paralvinellae,2,2078871,800649,2141,2073
2960,Zunongwangia profunda,['514'],655815,Zunongwangia profunda SM-A87,1,5128187,1857350,4487,4384
2961,Vibrio coralliilyticus,"['514c', '514f', '246']",190893,Vibrio coralliilyticus,3,5436965,2487395,5021,4868
2962,Sanguibacter keddieii,"['J28', '535', '92']",446469,Sanguibacter keddieii DSM 10542,1,4253413,3057630,3784,3693
2963,Rhizobium binae,['98'],1138190,Rhizobium binae,8,7055288,4308845,6840,6500
2964,Mycoplasmoides gallisepticum,['1076b'],1159197,Mycoplasmoides gallisepticum VA94_7994-1-7P,1,964110,304510,789,732
2965,Streptomyces coeruleorubidus,"['J66', '84', '65']",116188,Streptomyces coeruleorubidus,1,9335698,6636506,8502,8163
2966,Microlunatus ginsengisoli,"['J26', '776']",2596828,Microlunatus elymi,1,5121194,3423991,4724,4615
2967,Campylobacter insulaenigrae,"['429', '693']",1031564,Campylobacter insulaenigrae NCTC 12927,1,1465081,413045,1526,1455
2968,Virgibacillus halodenitrificans,"['J770', '693', '503', '1277a', 'J407', '1203', '1203a', '1', '215', '1029']",1482,Virgibacillus halodenitrificans,2,3917759,1465975,3890,3779
2969,Catenulispora yoronensis,"['656', 'J51', '84', '65']",479433,Catenulispora acidiphila DSM 44928,1,10467782,7303066,9082,8974
2970,Streptosporangium yunnanense,"['84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
2971,Clostridium schirmacherense,"['J14', '110']",84022,Clostridium aceticum,2,4207037,1484407,3986,3841
2972,Prauserella soli,"['65', '553']",530584,Prauserella marina,2,6986413,4722572,6590,6478
2973,Chlamydia pneumoniae,['1193'],182082,Chlamydia pneumoniae TW-183,1,1225935,497438,1092,1039
2974,Acinetobacter bouvetii,"['J346', '535', '220']",202951,Acinetobacter bouvetii,1,3399245,1530777,3221,3062
2975,Actinotignum urinale,['104'],190146,Actinotignum urinale,1,1812728,923698,1538,1460
2976,Caldimicrobium thiodismutans,['1277b'],1653476,Caldimicrobium thiodismutans,1,1814952,695056,1820,1762
2977,Diaphorobacter oryzae,['535'],535289,[Acidovorax] ebreus TPSY,1,3796573,2537401,3620,3504
2978,Furfurilactobacillus rossiae,"['J111', '11']",231049,Furfurilactobacillus rossiae,7,2795601,1215673,2638,2544
2979,Aeromonas encheleia,['220'],73010,Aeromonas encheleia,1,4542521,2810210,4240,4025
2980,Halomonas alkaliphila,"['514b', '514']",272774,Halomonas alkaliphila,1,4029514,2123379,3699,3593
2981,Mesomycoplasma bovoculi,['1076b'],743966,Mesomycoplasma bovoculi M165/69,1,760240,214514,627,588
2982,Edaphobacter lichenicola,['1284'],2051959,Edaphobacter lichenicola,1,5662239,3198233,4750,4670
2983,Mycoplasma hafezii,['1076b'],1212765,Candidatus Mycoplasma haematolamae str. Purdue,1,756845,297218,982,941
2984,Bartonella tribocorum,['429'],382640,Bartonella tribocorum CIP 105476,2,2642404,1025840,2332,2167
2985,Pseudodesulfovibrio mercurii,['641'],641491,Pseudodesulfovibrio mercurii,1,3858580,2516156,3540,3464
2986,Enterococcus rotai,"['693', '92']",118060,Enterococcus rotai,1,3746111,1294475,3352,3289
2987,Xylella taiwanensis,"['J346', '1', '1052']",1444770,Xylella taiwanensis,2,2857370,1520768,2456,2301
2988,Micromonospora mangrovi,"['987', 'J104', '554', 'J51', '65']",644283,Micromonospora aurantiaca ATCC 27029,1,7025559,5116162,6375,6249
2989,Spirosoma endbachense,['830'],2666025,Spirosoma endbachense,1,10326072,4923496,8374,8290
2990,Gordonia australis,"['535', 'J43']",84096,Gordonia alkanivorans,2,4979656,3358928,4538,4364
2991,Methylophilus leisingeri,"['465c', '1', '465']",2588534,Methylophilus medardicus,1,2603080,1296754,2468,2412
2992,Corynebacterium maris,"['J118', '514']",1224163,Corynebacterium maris DSM 45190,2,2833547,1886619,2672,2574
2993,Sandaracinus amylolyticus,['67'],927083,Sandaracinus amylolyticus,1,10327335,7439391,8772,8684
2994,Psychrobacter alimentarius,"['J118', '514']",261164,Psychrobacter alimentarius,2,3349444,1435515,2789,2701
2995,Nocardia yunnanensis,"['65', 'J43']",2382165,Nocardia yunnanensis,1,7931441,5422069,7557,7337
2996,Staphylococcus ureilyticus,"['693', '92']",94138,Staphylococcus ureilyticus,1,2677037,874071,2652,2536
2997,Lactobacillus paragasseri,"['J84', 'J13', '11']",525326,Lactobacillus paragasseri JV-V03,3,2030305,705791,2002,1882
2998,Flexistipes sinusarabici,['524'],717231,Flexistipes sinusarabici DSM 4947,1,2526590,967539,2416,2334
2999,Pontibacter brevis,"['J916', '514']",323450,Pontibacter actiniarum,2,4974797,2644538,4350,4267
3000,Halanaerocella petrolearia,"['1375', 'J791']",679926,Methanolacinia petrolearia DSM 11571,1,2843290,1347696,2857,2792
3001,Bifidobacterium eulemuris,"['58', 'J13']",1765219,Bifidobacterium eulemuris,1,2920839,1817383,2381,2271
3002,Corynebacterium yudongzhengii,['535'],2080740,Corynebacterium yudongzhengii,1,2511302,1630501,2342,2212
3003,Acidithiobacillus ferridurans,"['882', 'J92']",1232575,Acidithiobacillus ferridurans,1,2921399,1706914,3034,2902
3004,Phocaeicola salanitronis,"['J14', '110', 'J1130', '693']",667015,Phocaeicola salanitronis DSM 18170,4,4308663,2003128,3772,3596
